X(m)	Y(m)	Z(m)	YAW(degree)	PITCH(degree)	ROLL(degree)	PixelVel(x)	PixelVel(y)
0	0	0	0	0	0	0.0008719308	-0.05686733
0	0	0	0	0	0	-0.006591797	0.05095563
0	0	0	0	0	0	0.0636268	-0.03836764
0	0	0	0	0	0	-0.03352864	0.07122396
0	0	0	0	0	0	0.05784505	0.2260742
0	0	0	0	0	0	-0.02269666	-0.2223869
0	0	0	0	0	0	0.03104074	-0.2130999
0	0	0	0	0	0	0.00163923	0.2437395
0	0	0	0	0	0	0.06899919	0.1451711
0	0	0	0	0	0	0.01901042	-0.2197917
0	0	0	0	0	0	-0.03522135	-0.02578125
0	0	0	0	0	0	-0.01516927	0.2049154
0	0	0	0	0	0	0.01617839	-0.007389323
0	0	0	0	0	0	-0.02915737	-0.1757987
0	0	0	0	0	0	-0.02665654	0.04463252
0	0	0	0	0	0	-0.001043912	0.08587015
0	0	0	0	0	0	0.01161773	-0.04377694
0	0	0	0	0	0	0.00078125	-0.06588542
0	0	0	0	0	0	0.01240234	-0.01416016
0	0	0	0	0	0	0.02945963	-0.007877604
0	0	0	0	0	0	0.06712239	-0.007356771
0	0	0	0	0	0	-0.01884766	0.02125651
0	0	0	0	0	0	0.04189453	-0.096875
0	0	0	0	0	0	0.02994792	0.07864583
0	0	0	0	0	0	-0.05218099	0.1288411
0	0	0	0	0	0	-0.001204427	-0.1209961
0	0	0	0	0	0	-0.03128255	-0.01559245
0	0	0	0	0	0	-0.004950162	0.09257139
0	0	0	0	0	0	0.02320964	-0.02529297
0	0	0	0	0	0	0.02906901	-0.0429362
0	0	0	0	0	0	-0.02679036	0.1443685
0	0	0	0	0	0	0.0289388	0.1154622
0	0	0	0	0	0	0.01757813	-0.04367591
0	0	0	0	0	0	0.01837384	-0.08015046
0	0	0	0	0	0	-0.04172279	0.1520407
0	0	0	0	0	0	-0.005894252	0.03465053
0	0	0	0	0	0	0.03853934	-0.08980887
0	0	0	0	0	0	-0.03261021	0.08114188
0	0	0	0	0	0	-0.01676993	0.02710803
0	0	0	0	0	0	-0.0003704203	-0.1059907
0	0	0	0	0	0	-0.06794085	-0.130406
0	0	0	0	0	0	-0.05438443	-0.293878
0	0	0	0	0	0	-0.1282552	-0.1007161
0	0	0	0	0	0	0.05455729	0.2621745
0	0	0	0	0	0	0.03466797	0.4370117
0	0	0	0	0	0	0.1488932	0.3823242
0	0	0	0	0	0	0.03792318	0.5769857
0	0	0	0	0	0	0.4598633	0.3867188
0	0	0	0	0	0	0.06809895	-0.2042643
0	0	0	0	0	0	-0.3249024	-0.5712565
0	0	0	0	0	0	0.157597	0.3083244
0	0	0	0	0	0	-0.2976495	0.3163894
0	0	0	0	0	0	-0.06937081	-0.4949951
0	0	0	0	0	0	0.08135776	0.3531115
0	0	0	0	0	0	0.06933594	0.8856748
0	0	0	0	0	0	0.02587891	-0.205013
0	0	0	0	0	0	-0.01585286	-0.6727377
0	0	0	0	0	0	-0.03085938	0.3398438
0	0	0	0	0	0	0.00172526	0.4833008
0	0	0	0	0	0	0.03212554	-0.3301792
0	0	0	0	0	0	-0.0008789062	-0.3091146
0	0	0	0	0	0	-0.007128906	0.3380534
0	0	0	0	0	0	-0.00078125	0.1562826
0	0	0	0	0	0	-0.01051432	-0.2719727
0	0	0	0	0	0	0.04684133	0.02581156
0	0	0	0	0	0	0.01996902	0.267073
0	0	0	0	0	0	-0.005957031	-0.09697266
0	0	0	0	0	0	0.03172144	-0.2941305
0	0	0	0	0	0	0.03020609	0.1130119
0	0	0	0	0	0	-0.007921007	0.1957284
0	0	0	0	0	0	0.005859375	-0.1704427
0	0	0	0	0	0	-0.06856142	-0.0295326
0	0	0	0	0	0	-0.05402483	0.147025
0	0	0	0	0	0	-0.01468099	-0.08157552
0	0	0	0	0	0	0.01643319	-0.1411301
0	0	0	0	0	0	0.02164713	0.09833984
0	0	0	0	0	0	0.004557292	0.08857422
0	0	0	0	0	0	-0.01022135	-0.01767578
0	0	0	0	0	0	0.01699942	-0.01580584
0	0	0	0	0	0	0.04902344	0.03011068
0	0	0	0	0	0	-0.02903646	-0.0421875
0	0	0	0	0	0	0.009403936	-0.05497685
0	0	0	0	0	0	-0.03461746	0.01525458
0	0	0	0	0	0	-0.006673177	0.04589844
0	0	0	0	0	0	-0.006738281	-0.01424154
0	0	0	0	0	0	-0.005045573	0.003092448
0	0	0	0	0	0	-0.06334636	0.1213542
0	0	0	0	0	0	-0.004720052	-0.02301432
0	0	0	0	0	0	0.03284505	0.02233073
0	0	0	0	0	0	0.0750558	-0.06147112
0	0	0	0	0	0	-0.003971354	0.02242839
0	0	0	0	0	0	-0.05458985	0.1705404
0	0	0	0	0	0	-0.1240234	0.5657552
0	0	0	0	0	0	0.05198568	0.4221354
0	0	0	0	0	0	-0.1055385	-0.1889997
0	0	0	0	0	0	-0.02001953	-0.5736654
0	0	0	0	0	0	0.1030273	-0.7041341
0	0	0	0	0	0	-0.03238932	0.2474609
0	0	0	0	0	0	0.2163412	0.6480143
0	0	0	0	0	0	-0.04661458	-0.4144206
0	0	0	0	0	0	-0.1362305	-0.5458984
0	0	0	0	0	0	-0.05165679	0.21316
0	0	0	0	0	0	-0.03886719	0.1661133
0	0	0	0	0	0	0.06575521	-0.1467773
0	0	0	0	0	0	0.07197265	0.1110026
0	0	0	0	0	0	0.1374674	0.6794271
0	0	0	0	0	0	-0.01676432	0.04498698
0	0	0	0	0	0	-0.05309245	-0.6071777
0	0	0	0	0	0	0.07591145	0.008463542
0	0	0	0	0	0	-0.1028646	0.2995117
0	0	0	0	0	0	-0.01699219	-0.1310872
0	0	0	0	0	0	0.07444661	-0.1118164
0	0	0	0	0	0	-0.03707682	0.2243815
0	0	0	0	0	0	-0.05003255	-0.3094238
0	0	0	0	0	0	0.0273112	-0.1319336
0	0	0	0	0	0	-0.03681641	0.3072266
0	0	0	0	0	0	0.06380209	0.2346029
0	0	0	0	0	0	-0.03964844	-0.3078451
0	0	0	0	0	0	0.199349	0.159668
0	0	0	0	0	0	-0.1694662	0.149349
0	0	0	0	0	0	-0.1975586	-0.1578776
0	0	0	0	0	0	0.05260416	-0.110498
0	0	0	0	0	0	-0.1248047	-0.3537435
0	0	0	0	0	0	0.001367187	0.1169922
0	0	0	0	0	0	0.1752761	0.7017612
0	0	0	0	0	0	-0.06005859	-0.0798177
0	0	0	0	0	0	0.03017578	-0.4953451
0	0	0	0	0	0	-0.03834635	0.2011719
0	0	0	0	0	0	-0.06328125	0.3368489
0	0	0	0	0	0	0.1251628	-0.2792969
0	0	0	0	0	0	-0.02913412	-0.3954102
0	0	0	0	0	0	0.0304362	-0.04384766
0	0	0	0	0	0	-0.02148438	0.1499674
0	0	0	0	0	0	0.0398112	-0.04983724
0	0	0	0	0	0	-0.1066197	-0.08260673
0	0	0	0	0	0	-0.01217448	0.4111003
0	0	0	0	0	0	0.02428385	0.2951497
0	0	0	0	0	0	0.04310345	-0.252273
0	0	0	0	0	0	-0.02613932	-0.3411784
0	0	0	0	0	0	0.04215495	0.1713867
0	0	0	0	0	0	0.02451509	0.09277344
0	0	0	0	0	0	-0.07048689	-0.2261091
0	0	0	0	0	0	0.05817057	-0.106901
0	0	0	0	0	0	-0.08925781	0.1528971
0	0	0	0	0	0	0.3769206	0.2890625
0	0	0	0	0	0	0.9753502	0.6628502
0	0	0	0	0	0	0.2624674	0.3840169
0	0	0	0	0	0	-0.1425781	0.1538628
